dataset,site,image_path,mask_path,mask_binary_path,mask_status_path
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_BC_PSb_T1_29nov24_HBenavides_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_BC_PSb_T1_29nov24_HBenavides_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003811_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_BC_PSb_T2_29nov24_HBenavides_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_BC_PSb_T2_29nov24_HBenavides_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003812_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_Gr_PM_T1_30nov24_CGomez_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_Gr_PM_T1_30nov24_CGomez_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003813_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_Gr_PM_T2_30nov24_CGomez_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_Gr_PM_T2_30nov24_CGomez_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003814_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_Gr_PM_T3_30nov24_CGomez_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_Gr_PM_T3_30nov24_CGomez_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003815_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_Gr_PP_T1_30nov24_HBenavides_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_Gr_PP_T1_30nov24_HBenavides_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003816_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_Gr_PP_T2_30nov24_HBenavides_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_Gr_PP_T2_30nov24_HBenavides_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003817_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_Gr_PP_T3_30nov24_HBenavides_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_Gr_PP_T3_30nov24_HBenavides_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003818_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_Gr_PSa_T1_30nov24_CDaza_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_Gr_PSa_T1_30nov24_CDaza_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003819_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_Gr_PSa_T2_30nov24_CDaza_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_Gr_PSa_T2_30nov24_CDaza_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003820_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_Gr_PSa_T3_30nov24_CDaza_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_Gr_PSa_T3_30nov24_CDaza_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003821_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_Gy_EM_T1_27nov24_CGomez_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_Gy_EM_T1_27nov24_CGomez_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003822_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_Gy_EM_T2_27nov24_CGomez_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_Gy_EM_T2_27nov24_CGomez_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003823_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_Gy_EP_T1_27nov24_HBenavides_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_Gy_EP_T1_27nov24_HBenavides_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003824_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_Gy_EP_T2_27nov24_HBenavides_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_Gy_EP_T2_27nov24_HBenavides_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003825_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_Gy_EP_T3_27nov24_HBenavides_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_Gy_EP_T3_27nov24_HBenavides_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003826_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_Gy_ESa_T1_27nov24_HBenavides_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_Gy_ESa_T1_27nov24_HBenavides_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003827_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_Gy_ESa_T2_27nov24_HBenavides_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_Gy_ESa_T2_27nov24_HBenavides_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003828_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_Gy_ESa_T3_27nov24_HBenavides_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_Gy_ESa_T3_27nov24_HBenavides_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003829_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_Gy_ESb_T1_27nov24_CGomez_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_Gy_ESb_T1_27nov24_CGomez_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003830_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_Gy_ESb_T2_27nov24_CGomez_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_Gy_ESb_T2_27nov24_CGomez_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003831_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_Gy_ESb_T3_27nov24_CGomez_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_Gy_ESb_T3_27nov24_CGomez_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003832_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_Gy_PM_T1_27nov24_CGomez_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_Gy_PM_T1_27nov24_CGomez_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003833_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_Gy_PM_T2_27nov24_CGomez_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_Gy_PM_T2_27nov24_CGomez_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003834_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_Gy_PM_T3_27nov24_CGomez_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_Gy_PM_T3_27nov24_CGomez_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003835_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_Gy_PP_T1_27nov24_CDaza_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_Gy_PP_T1_27nov24_CDaza_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003836_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_Gy_PP_T2_27nov24_CDaza_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_Gy_PP_T2_27nov24_CDaza_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003837_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_Gy_PP_T3_27nov24_CDaza_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_Gy_PP_T3_27nov24_CDaza_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003838_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_Gy_PSa_T1_27nov24_CDaza_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_Gy_PSa_T1_27nov24_CDaza_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003839_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_Gy_PSa_T2_27nov24_CDaza_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_Gy_PSa_T2_27nov24_CDaza_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003840_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_Gy_PSa_T3_27nov24_CDaza_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_Gy_PSa_T3_27nov24_CDaza_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003841_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_Gy_PSb_T1_27nov24_CGomez_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_Gy_PSb_T1_27nov24_CGomez_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003842_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_Gy_PSb_T2_27nov24_CGomez_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_Gy_PSb_T2_27nov24_CGomez_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003843_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_Gy_PSb_T3_27nov24_CGomez_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_Gy_PSb_T3_27nov24_CGomez_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003844_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_PB_PM_T1_19nov24_CGomez_Corr.JPG,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_PB_PM_T1_19nov24_CGomez_Corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003845_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_PB_PM_T2_19nov24_CGomez_Corr.JPG,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_PB_PM_T2_19nov24_CGomez_Corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003846_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_PB_PM_T3_19nov24_CGomez_Corr.JPG,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_PB_PM_T3_19nov24_CGomez_Corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003847_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_PB_PP_T1_19nov24_CGomez_Corr.JPG,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_PB_PP_T1_19nov24_CGomez_Corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003848_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_PB_PP_T2_19nov24_CGomez_Corr.JPG,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_PB_PP_T2_19nov24_CGomez_Corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003849_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_PB_PP_T3_19nov24_CGomez_Corr.JPG,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_PB_PP_T3_19nov24_CGomez_Corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003850_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_PB_PSA_T1_19nov24_HBenavides_Corr.JPG,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_PB_PSA_T1_19nov24_HBenavides_Corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003851_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_PB_PSA_T2_19nov24_HBenavides_Corr.JPG,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_PB_PSA_T2_19nov24_HBenavides_Corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003852_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_PB_PSA_T3_19nov24_HBenavides_Corr.JPG,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_PB_PSA_T3_19nov24_HBenavides_Corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003853_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_PB_PSb_T1_19nov24_HBenavides_Corr.JPG,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_PB_PSb_T1_19nov24_HBenavides_Corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003854_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_PB_PSb_T2_19nov24_HBenavides_Corr.JPG,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_PB_PSb_T2_19nov24_HBenavides_Corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003855_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C7_PB_PSb_T3_19nov24_HBenavides_Corr.JPG,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C7_PB_PSb_T3_19nov24_HBenavides_Corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003856_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C8_BC_EM_T1_29nov24_CGomez_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C8_BC_EM_T1_29nov24_CGomez_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003857_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C8_BC_EM_T2_29nov24_CGomez_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C8_BC_EM_T2_29nov24_CGomez_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003858_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C8_BC_EM_T3_29nov24_CGomez_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C8_BC_EM_T3_29nov24_CGomez_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003859_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C8_BC_EP_T1_29nov24_CDaza_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C8_BC_EP_T1_29nov24_CDaza_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003860_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C8_BC_EP_T2_29nov24_CDaza_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C8_BC_EP_T2_29nov24_CDaza_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003861_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C8_BC_EP_T3_29nov24_CDaza_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C8_BC_EP_T3_29nov24_CDaza_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003862_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C8_BC_ESa_T1_29nov24_CDaza_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C8_BC_ESa_T1_29nov24_CDaza_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003863_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C8_BC_ESa_T2_29nov24_CDaza_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C8_BC_ESa_T2_29nov24_CDaza_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003864_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C8_BC_ESa_T3_29nov24_CDaza_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C8_BC_ESa_T3_29nov24_CDaza_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003865_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C8_BC_ESb_T1_29nov24_CGomez_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C8_BC_ESb_T1_29nov24_CGomez_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003866_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C8_BC_ESb_T2_29nov24_CGomez_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C8_BC_ESb_T2_29nov24_CGomez_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003867_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C8_BC_ESb_T3_29nov24_CGomez_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C8_BC_ESb_T3_29nov24_CGomez_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003868_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C8_BC_PM_T1_29nov24_CDaza_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C8_BC_PM_T1_29nov24_CDaza_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003869_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C8_BC_PM_T2_29nov24_CDaza_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C8_BC_PM_T2_29nov24_CDaza_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003870_binary.png,
bleaching_UNAL,bleached,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\images\C8_BC_PM_T3_29nov24_CDaza_corr.jpg,G:/My Drive/jbg060/01_data.lnk/coral_bleaching/reef_support/UNAL_BLEACHING_TAYRONA\masks_bleached\C8_BC_PM_T3_29nov24_CDaza_corr_bleached.png,../coral_project_outputs/normalized_masks\bleaching_UNAL_003871_binary.png,
